OBJECTID,OFT_1,STREET_O_NAME_1,STREET_F_NAME_1,STREET_T_NAME_1,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION_YR,SEALCOAT_YR,SEALCOAT_COUNT,OVERLAY_YR,PCI,PCI_BRANCH_AVG,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION_DATE,REFNO_ALL
5418,24426031326,24TH ST E,PARK AVE,CHICAGO AVE,MSA,302,1,ASPHALT9,CLASS 5,1969,,2006,2,,72,,659,,,2013-08-29T00:00:00.000Z,2341
5419,24415081508,24TH ST E,ELLIOT AVE,ELLIOT AVE,MSA,302,1,ASPHALT9,CLASS 5,1969,,2006,2,,72,,51,,,2013-08-29T00:00:00.000Z,2343
5420,24401020112,24TH ST E,10TH AVE S,11TH AVE S,MSA,302,1,ASPHALT9,CLASS 5,1969,,2006,2,,72,,236,,,2013-08-29T00:00:00.000Z,2346
5421,24401120122,24TH ST E,11TH AVE S,12TH AVE S,MSA,302,1,ASPHALT9,CLASS 5,1969,,2006,2,,72,,187,,,2013-08-29T00:00:00.000Z,2348
5422,25403020312,25TH ST E,30TH AVE S,31ST AVE S,MSA,238,2,ASPHALT9,UNKNOWN,1972,,2012,4,,82,,345,,,2013-09-17T00:00:00.000Z,2478
5423,25403320342,25TH ST E,33RD AVE S,34TH AVE S,MSA,238,2,ASPHALT9,UNKNOWN,1972,,2012,4,,82,,396,,,2013-09-17T00:00:00.000Z,2481
5424,25403620372,25TH ST E,36TH AVE S,37TH AVE S,LOCAL,25STE,1,ASPH/CONC,UNKNOWN,1941,,,,2013,100,,220,,,2013-11-01T00:00:00.000Z,2484
5425,25919041823,25TH ST W,IRVING AVE S,HUMBOLDT AVE S,RES,2742,12,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,393,,,2014-07-02T00:00:00.000Z,2491
5426,25918091516,25TH ST W,HENNEPIN AVE,EMERSON AVE S,RES,2742,12,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,269,,,2014-07-02T00:00:00.000Z,2494
5427,10518071809,10TH ST N,HAWTHORNE AVE,HENNEPIN AVE,MSA,223,2,ASPHALT9,CLASS 5,1992,,2012,1,,89,,400,,,2010-08-19T00:00:00.000Z,1091
5428,10517091351,10TH ST N,GLENWOOD AVE,CURRIE AVE,MSA,223,1,ASPHALT9,CLASS 5,1990,,2012,1,,68,,354,,,2011-11-02T00:00:00.000Z,1093
5429,10700220032,10TH ST S,2ND AVE S,3RD AVE S,MSA,223,5,ASPHALT9,CRUSH.CONC,1992,,2012,2,,78,,420,,,2011-11-02T00:00:00.000Z,1102
5430,10700420052,10TH ST S,4TH AVE S,5TH AVE S,MSA,223,6,ASPHALT9,CRUSH.CONC,2003,,2013,2,,94,,399,,,2010-08-09T00:00:00.000Z,1104
5431,3026102403,3RD AVE N,PENN AVE N,NEWTON AVE N,RES,2947,13,ASPHALT7,CEM.ST.SOIL,1963,2001,2012,2,,,76,524,,,2014-08-20T00:00:00.000Z,259
5432,5000353308,5TH AVE N,3RD ST N,WASHINGTON AVE N,MSA,353,1,ASPH/CONC,UNKNOWN,1946,,,,,24,,429,Pavement Exception: 4TH - 3RD ST IS OLDER & IS PAVERS AND PATCHES.,,2011-06-01T00:00:00.000Z,579
5433,5123132304,5TH AVE NE,MARSHALL ST NE,MAIN ST NE,RES,2596,6,ASPHALT7,CRUSH.ROCK,1965,,1998,3,,,76,150,,,2013-06-12T00:00:00.000Z,581
5434,5131050046,5TH AVE NE,UNIVERSITY AVE NE,4TH ST NE,RES,2596,6,ASPHALT7,CRUSH.ROCK,1965,,1998,3,,,76,413,,,2013-06-12T00:00:00.000Z,584
5435,5204340424,5TH AVE S,43RD ST E,42ND ST E,RES,2941,3,ASPHALT7,CEM.ST.SOIL,1967,1998,2012,2,,,81,659,,,2014-06-12T00:00:00.000Z,595
5436,5203640354,5TH AVE S,36TH ST E,35TH ST E,RES,2647,3,ASPHALT7m,S.GRAN.MAT.,1975,,1995,3,,,65,658,,,2013-05-31T00:00:00.000Z,602
5437,5203440334,5TH AVE S,34TH ST E,33RD ST E,RES,2647,3,ASPHALT7m,S.GRAN.MAT.,1975,,1995,3,,,65,657,,,2013-05-31T00:00:00.000Z,604
5438,5203240314,5TH AVE S,32ND ST E,31ST ST E,RES,2647,3,ASPHALT7m,S.GRAN.MAT.,1975,,1995,3,,,65,613,,,2013-05-31T00:00:00.000Z,606
5439,2.21603E+11,LINCOLN ST NE,26TH AVE NE,27TH AVE NE,RES,2633,7,CONCRETE7,S.GRAN.MAT.,1972,,,,,,82,660,,,2013-06-06T00:00:00.000Z,9487
5440,2.21702E+11,LINDEN AVE,15TH ST N,16TH ST N,MSA,350,1,ASPH/CONC,UNKNOWN,1970,,,,2014,100,,361,,,2014-11-01T00:00:00.000Z,9503
5441,1.34404E+11,COLUMBUS AVE,37TH ST E,36TH ST E,RES,2631,5A,ASPHALT7m,CLASS 3,1971,,2009,4,,,70,587,"Pavement Exception: 37TH TO 38TH ST WAS RE-CONST IN 2004 AND S.C. IN 2005 ,RET.POND-C4357",,2013-07-15T00:00:00.000Z,7497
5442,1.34502E+11,COMO AVE SE,15TH AVE SE,16TH AVE SE,MSA,166,2,ASPHALT9,UNKNOWN,1992,,2006,2,,69,,232,,,2013-09-19T00:00:00.000Z,7514
5443,1.34502E+11,COMO AVE SE,24TH AVE SE,25TH AVE SE,MSA,166,4,ASPHALT9,CRUSH.CONC,2005,,2006,1,,91,,330,,,2013-09-19T00:00:00.000Z,7525
5444,1.34904E+11,CROSBY PL,35TH AVE S,36TH AVE S,RES,2661,21,CONCRETE7,S.GRAN.MAT.,1976,,,,,,83,331,Pavement Exception: THE CUL-DE-SAC E OF 36TH AV IS ASPH PVMT BUILT IN 1988.,,2013-10-07T00:00:00.000Z,7543
5445,1.40629E+11,DEPOT ST,SAINT PAUL AVE,SUNSET BLVD,RES,2618,38,CONCRETE7,S.GRAN.MAT.,2013,,,,,,73,138,,,2014-07-02T00:00:00.000Z,7583
5446,1.41004E+11,DIGHT AVE,37TH ST E,36TH ST E,RES,2796,2,ASPH/CONC,UNKNOWN,1952,,1995,2,1984,,76,741,,,2013-07-12T00:00:00.000Z,7612
5447,2.51505E+11,OSSEO RD,46TH AVE N,THOMAS AVE N,CSAH,152,24,ASPHALT,S.GRAN.MAT.,1966,,,,2001,,,234,,,,10529
5448,2.60304E+11,PARK AVE,35TH ST E,34TH ST E,CSAH,33,3,ASPH/CONC,UNKNOWN,1957,,,,2012,,,660,,,,10564
5449,1.71602E+11,GRAND ST NE,23RD AVE NE,LOWRY AVE NE,RES,2741,2A,ASPHALT7,CRUSH.CONC,1978,,2000,3,,,51,761,,,2013-05-30T00:00:00.000Z,8637
5450,24412140162,24TH ST E,BLOOMINGTON AVE,16TH AVE S,MSA,302,1,ASPHALT9,CLASS 5,1969,,2006,2,,72,,320,,,2013-08-29T00:00:00.000Z,2354
5451,24401821308,24TH ST E,18TH AVE S,CEDAR AVE S,MSA,302,1,ASPHALT9,CLASS 5,1969,,2006,2,,72,,339,,,2013-08-29T00:00:00.000Z,2357
5452,24423230222,24TH ST E,MINNEHAHA AVE,22ND AVE S,RES,2644,7,CONCRETE7,S.GRAN.MAT.,1966,,,,,,74,263,,,2014-06-09T00:00:00.000Z,2360
5453,24402320242,24TH ST E,23RD AVE S,24TH AVE S,RES,2644,7,CONCRETE7,S.GRAN.MAT.,1966,,,,,,74,412,,,2014-06-09T00:00:00.000Z,2362
5454,24402520262,24TH ST E,25TH AVE S,26TH AVE S,RES,2590,9,CONCRETE7,S.GRAN.MAT.,1966,,,,,,54,411,,,2011-06-27T00:00:00.000Z,2364
5455,24402920302,24TH ST E,29TH AVE S,30TH AVE S,RES,2590,9A,CONCRETE7,S.GRAN.MAT.,1966,,,,,,54,411,,,2011-06-27T00:00:00.000Z,2367
5456,8800630073,8TH ST SE,6TH AVE SE,7TH AVE SE,MSA,231,2,ASPHALT9,S.GRAN.MAT.,1971,,1984,1,,34,,412,,,2011-08-31T00:00:00.000Z,964
5457,8800830093,8TH ST SE,8TH AVE SE,9TH AVE SE,MSA,231,2,ASPHALT9,S.GRAN.MAT.,1971,,1984,1,,34,,413,,,2011-08-31T00:00:00.000Z,966
5458,11019031822,11TH AVE N,IRVING AVE N,HUMBOLDT AVE N,RES,2624,14,ASPHALT7,CLASS 2,1970,,,,2012,,100,518,,,2012-11-01T00:00:00.000Z,1112
5459,15522121807,15TH ST N,LAUREL AVE,HAWTHORNE AVE,LOCAL,15STN,1,ASPHALT,UNKNOWN,1991,,,,2014,100,,356,,,2014-11-01T00:00:00.000Z,1563
5460,15922112405,15TH ST W,LASALLE AVE,NICOLLET AVE,MSA,370,3,ASPHALT9,CRUSH.CONC,1989,,2007,2,,69,,393,,,2010-06-03T00:00:00.000Z,1568
5461,16025072403,16TH AVE N,OLIVER AVE N,NEWTON AVE N,RES,2707,7,ASPHALT7,CRUSH.CONC,1980,,2007,3,,,81,325,,,2013-06-14T00:00:00.000Z,1578
5462,42934023306,42ND ST W,XERXES AVE S,WASHBURN AVE S,RES,2599,30,ASPHALT7,BIT.ST.SOIL,1968,,,,2012,,100,364,,,2012-11-01T00:00:00.000Z,4861
5463,16022212105,16TH AVE N,LOGAN AVE N,KNOX AVE N,RES,2707,7,ASPHALT7,CRUSH.CONC,1980,,2007,3,,,81,325,,,2013-06-14T00:00:00.000Z,1581
5464,16020021903,16TH AVE N,JAMES AVE N,IRVING AVE N,RES,2643,6,ASPHALT7m,S.GRAN.MAT.,1972,,2008,4,,,73,325,,,2014-07-11T00:00:00.000Z,1583
5465,16014171227,16TH AVE N,DUPONT AVE N,BRYANT AVE N,RES,2626,7,ASPHALT7m,S.GRAN.MAT.,1971,,2008,5,,,74,395,,,2014-07-16T00:00:00.000Z,1588
5466,16033080025,16TH AVE N,WASHINGTON AVE N,2ND ST N,LOCAL,16AVN,1,ASPHALT7,CLASS 5,1999,,2000,1,,83,,425,,,2010-10-13T00:00:00.000Z,1590
5467,2.34003E+11,EAST MINNEHAHA PKWY,29TH AVE S,28TH AVE S,PRKBD,MINNPK,14WB,ASPHALT9,S.GRAN.MAT.,1973,,,,2014,100,,330,,,2014-11-01T00:00:00.000Z,7937
5468,3000350045,3RD AVE N,3RD ST N,4TH ST N,MSA,209,2,ASPHALT9,UNKNOWN,2009,,2010,1,,100,,410,,,2009-11-01T00:00:00.000Z,268
5469,3033080025,3RD AVE N,WASHINGTON AVE N,2ND ST N,MSA,209,1,ASPHALT9,CLASS 2,1992,,2008,2,,91,,435,,,2005-08-17T00:00:00.000Z,271
5470,3000250015,3RD AVE N,2ND ST N,1ST ST N,MSA,209,1,ASPHALT9,CLASS 2,1992,,2008,2,,91,,422,,,2005-08-17T00:00:00.000Z,272
5471,3127040106,3RD AVE NE,QUINCY ST NE,10TH ST NE,MSA,352,1,ASPHALT9,S.GRAN.MAT.,1986,,2010,2,,84,,176,,,2006-07-13T00:00:00.000Z,281
5472,3100460056,3RD AVE NE,4TH ST NE,5TH ST NE,MSA,352,1,ASPHALT9,S.GRAN.MAT.,1986,,2010,2,,84,,412,,,2006-07-13T00:00:00.000Z,277
5473,3123292704,3RD AVE NE,MONROE ST NE,QUINCY ST NE,MSA,352,1,ASPHALT9,S.GRAN.MAT.,1986,,2010,2,,84,,368,,,2006-07-13T00:00:00.000Z,280
5474,3205440534,3RD AVE S,54TH ST E,53RD ST E,RES,2639,1,ASPHALT7m,S.GRAN.MAT.,1974,,,,2013,,100,661,,,2013-11-01T00:00:00.000Z,286
5475,3205342228,3RD AVE S,53RD ST E,LUVERNE AVE,RES,2639,1,ASPHALT7m,S.GRAN.MAT.,1974,,,,2013,,100,663,,,2013-11-01T00:00:00.000Z,287
5476,2.61002E+11,PENN AVE N,16TH AVE N,17TH AVE N,CSAH,2,3,ASPH/CONC,UNKNOWN,1956,1985,,,2006,,,405,,,,10624
5477,2.61004E+11,PENN AVE N,44TH AVE N,45TH AVE N,RES,2615,16,CONCRETE7,S.GRAN.MAT.,1970,,,,,,86,454,,,2013-06-05T00:00:00.000Z,10649
5478,2.61005E+11,PENN AVE N,49TH AVE N,50TH AVE N,RES,2881,11,ASPHALT9,CRUSH.CONC,1996,,1997,1,,,73,666,,,2014-07-28T00:00:00.000Z,10652
5479,2.61106E+11,PENN AVE S,55TH ST W,54TH ST W,MSA,426,1,ASPHALT9,CLASS 5,2013,,,,,100,,656,,,2013-11-01T00:00:00.000Z,10665
5480,29023302221,29TH AVE N,MORGAN AVE N,LOGAN AVE N,RES,2605,11,CONCRETE7,S.GRAN.MAT.,1969,,,,,,66,327,"Pavement Exception: MUCH PVMT BTWN PENN & MORGAN BUILT 2014, MORGAN & KNOX BUILT IN 2003.",,2013-05-27T00:00:00.000Z,2976
5481,1.90303E+11,IRVING AVE N,34TH AVE N,35TH AVE N,RES,2684,7,ASPHALT7,CRUSH.ROCK,1978,,1999,3,,,49,661,,,2013-06-10T00:00:00.000Z,9045
5482,03400045CDSE,34TH AVE N,4TH ST N,CUL-DE-SAC (E),RES,2726,8,ASPHALT7,CRUSH.CONC,1995,,1996,1,,,59,239,,,2012-04-30T00:00:00.000Z,3641
5483,1000450055,1ST AVE N,4TH ST N,5TH ST N,MSA,350,6,ASPHALT9,CRUSH.CONC,1994,,2009,2,,86,,424,,,2008-08-01T00:00:00.000Z,4
5484,1000350045,1ST AVE N,3RD ST N,4TH ST N,MSA,350,6,ASPHALT9,CRUSH.CONC,1994,,2009,2,,86,,424,,,2008-08-01T00:00:00.000Z,3
5485,8801330143,8TH ST SE,13TH AVE SE,14TH AVE SE,MSA,231,4,ASPHALT9,S.GRAN.MAT.,1973,,1984,1,,35,,410,,,2011-08-31T00:00:00.000Z,972
5486,9123132304,9TH AVE NE,MARSHALL ST NE,MAIN ST NE,RES,2596,9,ASPHALT7,CRUSH.ROCK,1965,,1998,3,,,76,395,,,2013-06-12T00:00:00.000Z,980
5487,1.82203E+11,HUMBOLDT AVE N,25TH AVE N,26TH AVE N,RES,2614,7,CONCRETE7,S.GRAN.MAT.,1970,,,,,,75,421,,,2011-04-29T00:00:00.000Z,8919
5488,9131050046,9TH AVE NE,UNIVERSITY AVE NE,4TH ST NE,RES,2596,9,ASPHALT7,CRUSH.ROCK,1965,,1998,3,,,76,410,,,2013-06-12T00:00:00.000Z,982
5489,9215080087,9TH AVE S,ELLIOT AVE,8TH ST S,LOCAL,09AVS,1,ASPHALT9,S.GRAN.MAT.,1983,,2006,2,,65,,290,,,2010-09-27T00:00:00.000Z,985
5490,14300780088,14TH AVE SE,7TH ST SE,8TH ST SE,MSA,230,1,ASPHALT9,S.GRAN.MAT.,1973,2003,2004,1,,76,,410,,,2010-08-19T00:00:00.000Z,1449
5491,14313453003,14TH AVE SE,COMO AVE SE,TALMAGE AVE SE,RES,2984,3,ASPHALT7m,S.GRAN.MAT.,1973,2004,2005,1,,,85,612,,,2013-06-14T00:00:00.000Z,1454
5492,01433328DEDN,14TH AVE SE,WINTER ST NE,DEAD END (N),LOCAL,14ASE,1,ASPHALT9,CLASS 7,2013,,2014,1,,100,,262,,,2013-11-01T00:00:00.000Z,1457
5493,14400522618,14TH ST E,5TH AVE S,PORTLAND AVE,RES,2910,30,ASPHALT7,CLASS 5,2000,,2001,1,,,76,327,,,2013-08-20T00:00:00.000Z,1460
5494,21200570047,21ST AVE S,5TH ST S,4TH ST S,UofM,-,2,PAVERS,UNKNOWN,,,,,,,,417,,,,2006
5495,21316011345,21ST AVE SE,FAIRMOUNT ST,COMO AVE SE,RES,2584,5,CONCRETE7,S.GRAN.MAT.,1967,,,,,,78,662,,,2012-07-13T00:00:00.000Z,2009
5496,1.32523E+11,CHESTNUT AVE W,MORGAN AVE N,LOGAN AVE N,RES,2947,10,ASPHALT7,CEM.ST.SOIL,1963,2001,2012,2,,,76,324,,,2014-08-20T00:00:00.000Z,7233
5497,21401420152,21ST ST E,14TH AVE S,15TH AVE S,RES,2985,16,ASPHALT9,UNKNOWN,1972,2003,2004,1,,,76,340,,,2014-06-26T00:00:00.000Z,2018
5498,21930082912,21ST ST W,THOMAS AVE S,SHERIDAN AVE S,RES,2618,45,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,319,,,2014-06-17T00:00:00.000Z,2023
5499,21929122103,21ST ST W,SHERIDAN AVE S,KENWOOD PKWY,RES,2618,45,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,399,,,2014-06-17T00:00:00.000Z,2024
5500,2.33013E+11,MORGAN AVE N,CHESTNUT AVE W,1 1/2 AVE N,RES,2947,7,ASPHALT7,CEM.ST.SOIL,1963,2001,2012,2,,,76,496,,,2014-08-20T00:00:00.000Z,10058
5501,21927032611,21ST ST W,QUEEN AVE S,PENN AVE S,RES,2618,45,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,430,,,2014-06-17T00:00:00.000Z,2026
5502,21925082404,21ST ST W,OLIVER AVE S,NEWTON AVE S,RES,2618,45,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,220,,,2014-06-17T00:00:00.000Z,2028
5503,00460091CDSN,4TH ST NE,9TH AVE NE,CUL-DE-SAC (N),RES,2596,2,ASPHALT7,CRUSH.ROCK,1965,,1998,3,,,76,158,,,2013-06-12T00:00:00.000Z,505
5504,1.10303E+11,ALDRICH AVE N,30TH AVE N,31ST AVE N,RES,2883,4,ASPHALT7,CRUSH.CONC,1993,,1994,1,,,72,328,,,2011-06-08T00:00:00.000Z,6621
5505,1.10304E+11,ALDRICH AVE N,35TH AVE N,36TH AVE N,RES,2712,5,ASPHALT7,CRUSH.CONC,1981,,2006,3,,,61,656,,,2012-04-26T00:00:00.000Z,6626
5506,1.10305E+11,ALDRICH AVE N,46TH AVE N,47TH AVE N,RES,2739,7,ASPHALT7,CRUSH.CONC,1984,,2004,3,,,75,654,,,2011-07-28T00:00:00.000Z,6636
5507,1.10405E+11,ALDRICH AVE S,48TH ST W,47TH ST W,RES,2674,8,ASPHALT7,CRUSH.CONC,1977,,,,2014,,100,661,,,2014-11-01T00:00:00.000Z,6654
5508,1.10402E+11,ALDRICH AVE S,24TH ST W,22ND ST W,RES,2773,3,ASPHALT7,CRUSH.CONC,1996,,1997,1,,,73,655,Pavement Exception: CURVED PVMT BY I-94 WAS RECONST IN 2005 W/ TRAIL BRG PROJ. #SP-090-14,,2013-10-03T00:00:00.000Z,6678
5509,1.11222E+11,ARTHUR ST NE,LOWRY AVE NE,GARFIELD ST NE,RES,2628,4,CONCRETE7,S.GRAN.MAT.,1971,,,,,,82,503,,,2011-06-16T00:00:00.000Z,6705
5510,1.20219E+11,BARNES PL,IRVING AVE N,HUMBOLDT AVE N,RES,2624,13,ASPHALT7,CLASS 2,1970,,,,2012,,100,492,,,2012-11-01T00:00:00.000Z,6725
5511,2.22205E+11,LOGAN AVE S,50TH ST W,49TH ST W,RES,2987,12,ASPHALT7,CEM.ST.SOIL,1966,2008,2009,1,,,100,659,"Pavement Exception: 52nd St to 200' S of Brg is Res, 2666, sec. 8.",,2008-11-01T00:00:00.000Z,9562
5512,1000250015,1ST AVE N,2ND ST N,1ST ST N,MSA,350,7,ASPHALT9,CRUSH.CONC,1996,,2008,2,,86,,420,Sealcoat Exception: Washington to 2nd St N was sealcoated in 2009.,,2008-08-01T00:00:00.000Z,8
5513,1100262304,1ST AVE NE,2ND ST NE,MAIN ST NE,CSAH,52,13,ASPH/CONC,UNKNOWN,1972,,,,2000,,,436,,,,15
5514,1100463105,1ST AVE NE,4TH ST NE,UNIVERSITY AVE NE,CSAH,52,11,ASPH/CONC,CEM.ST.SOIL,1969,,,,2000,,,411,,,,13
5515,1205740564,1ST AVE S,57TH ST E,56TH ST E,RES,2629,10A,ASPHALT7m,S.GRAN.MAT.,1971,,,,2010,,100,666,,,2010-11-01T00:00:00.000Z,20
5516,4100263105,4TH AVE NE,2ND ST NE,UNIVERSITY AVE NE,RES,2596,5,ASPHALT7,CRUSH.ROCK,1965,,1998,3,,,76,412,,,2013-06-12T00:00:00.000Z,418
5517,4203840374,4TH AVE S,38TH ST E,37TH ST E,MSA,211,2,ASPH/CONC,UNKNOWN,1968,,2006,2,,67,,659,,,2013-09-23T00:00:00.000Z,436
5518,4203640354,4TH AVE S,36TH ST E,35TH ST E,MSA,211,2,ASPH/CONC,UNKNOWN,1968,,2006,2,,67,,657,,,2013-09-23T00:00:00.000Z,438
5519,4203540344,4TH AVE S,35TH ST E,34TH ST E,MSA,211,2,ASPH/CONC,UNKNOWN,1968,,2006,2,,67,,658,,,2013-09-23T00:00:00.000Z,439
5520,4203340324,4TH AVE S,33RD ST E,32ND ST E,MSA,211,2,ASPH/CONC,UNKNOWN,1968,,2006,2,,67,,657,,,2013-09-23T00:00:00.000Z,441
5521,6522260330,6TH ST N,LOWRY AVE N,33RD AVE N,RES,2726,1,ASPHALT7,CRUSH.CONC,1995,,1996,1,,,59,662,,,2012-04-30T00:00:00.000Z,752
5522,14401020112,14TH ST E,10TH AVE S,11TH AVE S,MSA,224,1,ASPHALT9,S.GRAN.MAT.,1982,,,,2013,100,,388,,,2013-11-01T00:00:00.000Z,1467
5523,15022212105,15TH AVE N,LOGAN AVE N,KNOX AVE N,RES,2707,6,ASPHALT7,CRUSH.CONC,1980,,2007,3,,,81,325,,,2013-06-14T00:00:00.000Z,1475
5524,15017031617,15TH AVE N,GIRARD AVE N,FREMONT AVE N,RES,2626,6,ASPHALT7m,S.GRAN.MAT.,1971,,2008,5,,,74,395,,,2014-07-16T00:00:00.000Z,1477
5525,19315261601,19TH AVE SE,ELM ST SE (NFR),FAIRMOUNT ST,RES,2584,3,CONCRETE7,S.GRAN.MAT.,1967,,,,,,78,637,,,2012-07-13T00:00:00.000Z,1897
5526,19313453003,19TH AVE SE,COMO AVE SE,TALMAGE AVE SE,RES,2584,3,CONCRETE7,S.GRAN.MAT.,1967,,,,,,78,660,,,2012-07-13T00:00:00.000Z,1899
5527,19424050012,19TH ST E,NICOLLET AVE,1ST AVE S,RES,2910,17,ASPHALT7,CRUSH.CONC,2000,,2001,1,,,76,318,,,2013-08-20T00:00:00.000Z,1901
5528,19429230022,19TH ST E,STEVENS AVE,2ND AVE S,RES,2910,17,ASPHALT7,CRUSH.CONC,2000,,2001,1,,,76,325,,,2013-08-20T00:00:00.000Z,1903
5529,19400321334,19TH ST E,3RD AVE S,CLINTON AVE,RES,2910,18,ASPHALT7,MACADAM,1967,2000,2001,1,,,76,331,,,2013-08-20T00:00:00.000Z,1905
5530,26133112004,26TH AVE NE,WASHINGTON ST NE,JEFFERSON ST NE,RES,2727,13,ASPHALT7,CRUSH.CONC,1980,,2001,3,,,67,313,,,2012-05-09T00:00:00.000Z,2556
